raw,clean,labels
aku pikir hari ini tumben kamu gak ngaca taunya tetep aja ngaca dulu,saya pikir hari ini tumben kamu enggak kaca tau tetap saja kaca dulu,0
main kerincing lah takpun clarinet aku itu jer yg reti,main kerincing lah tak clarinet saya itu jer yang ret,0
apa masalah orang yang suka pandang serong kat orang yang kerja supermarket ke kat mall dan semua yang berkaitan la,apa masalah orang yang suka pandang serong kat orang yang kerja supermarket ke kat mall dan semua yang kait lah,0
hallo aku niar umur 24th tinggi 157cm berat badan 55 57kg bra 34b kulit sawomatang aku stay diurabaya bisa pri,halo saya niar umur tahun tinggi cuma berat badan kg bra kulit sawomatang saya tinggal diurabaya bisa pri,0
amik aku bosskur,amik saya mau kur,0
at first aku ingat aci mana td hahaha takkan auto follow lak kut kah kah kah kah,at first saya ingat aci mana tadi hahaha tak auto follow lak kut kah kah kah kah,0
aku dah moveon tau kenapa senyum dekat aku tdi aku dah cair balik,saya deh moveon tahu kenapa senyum dekat saya tadi saya deh cair balik,1
pic ke3 comeynye dia dia mcm eh eh aku lempang kang,picture ke comeynye dia dia macam eh eh saya lempang kang,0
10 pc game online terbaik 2018 kamu harus coba komangam blogs,pc main onlen baik kamu harus coba komangam blogs,0
apakah aku kamu dan mereka the agent of change jadilah pelaku perubahan walau hanya dilingkup diri sendiri da,apakah saya kamu dan mereka the agent of change jadi laku ubah walau hanya lingkup diri sendiri sudah,0
aku beruntung,saya untung,1
kenapa berat badan aku selalu 48kg,kenapa berat badan saya selalu kg,0
haaaai karena bulan lalu aku resmi masuk ptn dan udah janji mau bikin giveaway hadiahnya sunscreen skin aqua spf 30 masi,hai karena bulan lalu saya resmi masuk guru tinggi negeri dan sudah janji mau buat giveaway hadiah sunscreen skin aqua spf masih,0
yowes bener juga sih aku kira dia sebelah ono,ya sudah benar juga sih saya kira dia belah sono,0
lepas aku graduate nanti aku nak buat strategi kewangan macam ni,lepas saya graduate nanti saya mau buat strategi wang macam ini,0
taklah menarik sangat dua sim camera tambah s tukar plus kpd max apa yg buat aku tertarik dari dulu sampai,tak tarik sangat dua sim camera tambah tukar plus kepada max apa yang buat saya tarik dari dulu sampai,1
assalamu alaikum coba tebak aku sedang dimana,jadi orang ala alaikum coba tebak saya sedang mana,0
iya papah aku hadir,iya papah saya hadir,1
kamu nge chat dia 5 bar dia bales kamu cuma 1 bar itu pun cuma emote jempol itu pun dibales chatnya kalau dia sempe,kamu nge chat dia bar dia balas kamu cuma bar itu pun cuma emote jempol itu pun dibales chatnya kalau dia sempe,0
jadi cuma aku yang selalu kangen lebih dulu,jadi cuma saya yang selalu kangen lebih dulu,-1
kok qm jhtm aku,kok kamu jhtm saya,-1
jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya jagalah dia baik baik teens abel,jika suatu saat nanti ada yang cinta kamu dengan segenap hati jaga dia baik baik teens abel,1
rlt kalian seneng ga sih kalo cowo cewe kalian hafal keseharian kalian terus ditanyain gitu ex aku tiap libur gt selalu k,rlt kalian senang enggak sih jika cowok cewek kalian hafal hari kalian terus ditanyain begitu mantan saya tiap libur begitu selalu,0
ada tertengok or terdengar cerita gangbang baru baru ni hahaha famous orang kampung aku yayat jangan ajak kawan,ada tengok orang dengar cerita gangbang baru baru ini hahaha famous orang kampung saya yayat jangan ajak kawan,0
aku mau diresmiin sama kamu,saya mau diresmiin sama kamu,1
anakmp udah jago sange klau kamu maz,anakmp sudah jago sange kalau kamu maz,0
tapi kan aku anak facebook,tapi kan saya anak facebook,0
yg satu udh cat rambut lagiedih aku tu jdnya,yang satu sudah cat rambut lagiedih saya itu jdnya,-1
kamu punya berapa banyak topi 5 maybe,kamu punya berapa banyak topi maybe,0
aku buka soalan terus selak bahagian b dekat pelan dongakan bumi sebagai sfera punya soalan pun susah,saya buka soal terus selak bahagian dekat pelan dongak bumi bagai sfera punya soal pun susah,0
wait kok jadi aku yang dipalakin jfclosedday,wait kok jadi saya yang dipalakin jfclosedday,-1
nctzh kamu lg jalan sendirian di koridor sekolah mau pulang eh didepan banyak anak cowok ternyata hc weh ada cewek,nctzh kamu lagi jalan sendiri di koridor sekolah mau pulang eh depan banyak anak cowok nyata hc weh ada cewek,0
lihat aku aku juga ingin diperhatikan pernah kamu bertanya padaku apa aku baik2 saja aku disini aku ada aku h,lihat saya saya juga ingin perhati pernah kamu tanya pada apa saya baik saja saya sini saya ada saya,-1
aku yakin para korban hari ini jika dia sedang depresi pelampiasan masalahnya di tuangkan ke seni bermain musik bah,saya yakin para korban hari ini jika dia sedang depresi lampias masalah di tuang ke seni main musik bah,0
twitter skrg byk remind aku yg aku single je,twitter sekarang banyak remind saya yang saya single je,-1
bila member yang selalu buat lawak hambar and for the first time dia buat aku gelak and i be like,bila member yang selalu buat lawak hambar dan untuk the first time dia buat saya gelak dan be like,0
giveaway ale product natural pacific fresh herb tapi yang kemasan lama aku belinya di schminkhaus ya sekitar akhir,giveaway ale product natural pacific fresh herb tapi yang kemas lama saya beli di schminkhaus iya sekitar akhir,0
hahaha faker kenot aku dah stop sbb nak jawab dengan sober,hahaha faker not saya deh stop sebab mau jawab dengan sober,0
aku suruh adik aku beli 2 benda ni je pakai kad aku and cakap kat dia beli la apa apa untuk dia aku expect dia bel,saya suruh adik saya beli benda ini je pakai kad saya dan cakap kat dia beli lah apa apa untuk dia saya expect dia bel,0
aku hanya ingin mencintai orang yang memiliki rasa cinta hanya padaku untuk selamanya,saya hanya ingin cinta orang yang milik rasa cinta hanya pada untuk lama,1
huhu oke makasih masternim aku pake soalnya wkwkw takut gimana aja,huhu oke terima kasih masternim saya pakai soal wkwkw takut bagaimana saja,0
udah yang sabar paling ya jodohnya kamu bukan dia sambil ngelus punggung temen saya saya bilang gitu lhadalah,sudah yang sabar paling iya jodoh kamu bukan dia sambil ngelus punggung teman saya saya bilang begitu lhadalah,-1
memang junior skrng tak reti hormat senior ke aku dulu senior tegur pasal sangul aku dah malu gila kot nih aku,memang junior sekarang tidak ret hormat senior ke saya dulu senior tegur pasal sangul saya deh malu gila kot ini saya,-1
hahaha btw kau sorok kat mana rumah aku cun ni jiran india dia x kisah sgt pon,hahaha ngomong-ngomong kamu sorok kat mana rumah saya cun ini jiran india dia kisah sangat pon,0
aku naik ngan driver yang tak reti bawak kereta,saya naik ngan driver yang tidak ret bawa kereta,0
liludin zah aku makan dl baru on gapapa,liludin zah saya makan dulu baru on gapapa,0
aku suka liat kamu ketawa seperti ini jaga senyum dan tawa mu my bear karna kamu sumber kebahagiaan ku saran,saya suka lihat kamu ketawa seperti ini jaga senyum dan tawa mu my bear karena kamu sumber bahagia ku saran,1
dia nya nakal masa aku lagi liatin sesuatu dia lansung cium akuu lt,dia nya nakal masa saya lagi lihat sesuatu dia lansung cium aku lantai,-1
kalau kamu ingin sukses cuma satu kata kuncinya jangan pernah menyerah,kalau kamu ingin sukses cuma satu kata kunci jangan pernah serah,1
hahahahahaaa,hahahahaha,1
aku rasa macam nak bercerita la malam ni hahahaha tajuk yang aku nak cerita ni pasal kekasih yang tak wujud ya ini,saya rasa macam mau cerita lah malam ini hahahaha tajuk yang saya mau cerita ini pasal kasih yang tidak wujud iya ini,1
sharing dvd wannaone conce minat rep nanti aku dm mau tanya juga boleh tolong bantu retweet,sharing dvd wannaone conce minat rep nanti saya dm mau tanya juga boleh tolong bantu retweet,0
andai aku punya pengaman kek gitu buat hati,andai saya punya kam kayak begitu buat hati,0
bagi sikit rasa kau tu kat aku,bagi sikit rasa kamu itu kat saya,0
23 umur yang circle of friends aku ramai yang nikah ada jugak yang dah dijemput dia and here i am still feeling too young,umur yang circle of friends saya ramai yang nikah ada juga yang deh jemput dia dan here sama masih feeling too young,0
persija kamu jarangendiri curvaud on tour persijaselamanya,persija kamu jarangendiri curvaud on tour persijaselamanya,0
thanks kk nnti aku bikin fsnya ya,terima kasih kakak nanti saya buat fsnya iya,1
aku benci tapi aku harus katakan ya,saya benci tapi saya harus kata iya,-1
kalau korang stress korang buat apa share kan kalau aku buh earfone dekat telinga buka suruh ayat suci al quran,kalau korang stre korang buat apa share kan kalau saya buh earfone dekat telinga buka suruh ayat suci al quran,0
aigooo bukan acakin rambutnya aku baru dapat pekerjaan,aigo bukan acakin rambut saya baru dapat kerja,0
ini bahasa sunda artinya jijik risih kalau bahasa gaulnya reaksi kamu untuk sesuatu yang ew tap,ini bahasa sunda arti jijik risih kalau bahasa gaul reaksi kamu untuk sesuatu yang ew tap,0
hello jisoo inget aku gak,hello jisoo ingat saya enggak,0
bestnya perasaan tu imissmyfriend too ja,bestnya asa itu imi myfriend too saja,0
aku diam bukan tak amik kisah langsung kadang kadang tu stalk jugak,saya diam bukan tidak amik kisah langsung kadang kadang itu stalk juga,-1
lihat ternyata janjimu memang sekadar frasa menenangkan namun hanya sementara jika iya mana buktinya aku menunggu namun,lihat nyata janji memang sekadar frasa tenang namun hanya sementara jika iya mana bukti saya tunggu namun,-1
giveaway foreptember boys' bday rules follow aku love video project ini reply mau hadiah nomer brp ucapi,giveaway foreptember boys bday rules follow saya love video project ini reply mau hadiah nomer berapa ucap,0
malu la kalau duk nilai tak pernah makan dekat sini menu dari sarapan ke minum petang mee bandung dgn roti,malu lah kalau duk nilai tidak pernah makan dekat sini menu dari sarap ke minum petang mee bandung dengan roti,0
dah dah lah tu blame aku in everything,deh deh lah itu blame saya ini everything,-1
pernah lagi curhat ama temen deket akunya ampe nangis2 gitu ditengah nangis bisa2nya kentut amp bunyi 2x akhirnya,pernah lagi curhat sama teman dekat aku sampai menang begitu tengah menang bisa nya kentut amp bunyi akhir,-1
sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b,sungguh kuasa diri adalah tanda dari dewasa seseorangelamat buat kamu yang memang benar benar sudah,0
she is a strong woman yang aku pernah jumpa ',she is strong woman yang saya pernah jumpa,0
ngetik jempol biasa aja ngetik panjang jempol gemeter lalu kaku sesaat kapan kamu bisa lemes kaya biasa lagi jempolku,etik jempol biasa saja etik panjang jempol gemeter lalu kaku saat kapan kamu bisa lemes kayak biasa lagi jempol,0
lata meraung sebelum dan selepas jadi korang masih nak pejam mata ke dengan pembalakan ni aku harap orang balak ni dudu,lata raung belum dan lepas jadi korang masih mau pejam mata ke dengan bala ini saya harap orang balak ini dudu,0
golden sumpah dia loyal banget walaupun udah gede juga aku jadi kangen punya mbah buyut ku,golden sumpah dia loyal banget walaupun sudah gede juga saya jadi kangen punya mbah buyut ku,1
siapapun itu masalahnya bukan siapa atau kenapa tapi gimana cara kita melihat dn terlihat bukan kata aku juga,siapa itu masalah bukan siapa atau kenapa tapi bagaimana cara kita lihat dan lihat bukan kata saya juga,1
emang wina doang yg bisa maen twitter aku juga bisa btw kerjaan gimna ni,memang wina doang yang bisa main twitter saya juga bisa ngomong-ngomong kerja bagaimana ini,0
mygooddddnessss boss aku baru beli kerusiecret lab throne 2018 series lawa gila hahahahaha t t baru siap pasang ni,mygoodnes mau saya baru beli kerusiecret lab throne series lawa gila hahahahaha baru siap pasang ini,1
bener bgt jadi jangan sembarangan kalo udah di sana jangan banyak tingkah ngomong dijaga aku yg cuma nola,benar banget jadi jangan sembarang jika sudah di sana jangan banyak tingkah omong jaga saya yang cuma nola,1
dari praktikal beb aku tak balik soooooo bagi lah peluang,dari praktikal sayang saya tidak balik sok bagi lah peluang,0
aku menyesal tlah membuatmu pergi kini diam diam aku merindu dan dalam tunggu aku selalu berharap kau cepat kembali pu,saya sesal tlah buat pergi kini diam diam saya rindu dan dalam tunggu saya selalu harap kamu cepat kembali punya,-1
maaf aku dollar opp g,maaf saya dollar opp,0
oh tuhan tolong aku sampaikan pesan ini padanya agar dia tahu bahwa kini aku jatuh cinta afgan pesan cinta updatelirik,oh tuhan tolong saya sampai pesan ini pada agar dia tahu bahwa kini saya jatuh cinta afgan pesan cinta updatelirik,1
mane ade dramaaaebab jadi kat kawan sekolah aku sendiri,mane adek dramaebab jadi kat kawan sekolah saya sendiri,0
omg kamu harus melihat ini bigolive gt 1king nama dibaju,omg kamu harus lihat ini bigolive begitu king nama baju,1
hahahahahaha kenyal kenyal berasa yupie ya aku,hahahahahaha kenyal kenyal asa yupie iya saya,1
mak selalu cakap doa yang baik2 jelah but untuk syaiton bertopengkan manusia macam kauo sorry man aku,ibu selalu cakap doa yang baik jelah but untuk syaiton topeng manusia macam kauo maaf laki dewasa saya,0
maknanya isteri kedua ku baru form 1 hahah,makna isteri dua ku baru form hahah,1
hi mohon maaf mengenai kendala kamu bisa langsung konfirmasi ke pihak merchant terkait pastikan limit akun kr,hai mohon maaf kena kendala kamu bisa langsung konfirmasi ke pihak merchant kait pasti limit akun kira,0
para mahasiswa yuk ketahui pentingnya program leadership program leadership memang sangat,para mahasiswa yuk tahu penting program leadership program leadership memang sangat,0
construction ni buat aku jem la sumpah,construction ini buat saya jam lah sumpah,0
iyaa kaa t t iyaka aminn kita berdoa agar mx bisa kesini pas mondoongie aku masii baik baik saja,iya kak iyaka amin kita doa agar mx bisa kesini pas mondoongie saya masii baik baik saja,1
ini foto siapa yang oh itu temen aku yang oh jadi sekarang suka nyimpen foto cewe lain itu cuma tem,ini foto siapa yang oh itu teman saya yang oh jadi sekarang suka simpan foto cewek lain itu cuma tem,0
abuja real version,abuja real version,0
aku kalau pegi ecm kan mmg aku hanya guna toilet gsc jebb bersih gilaaa siap steady boleh berakk lagi hahahahaha,saya kalau pegi ecm kan memang saya hanya guna toilet gsc jebb bersih gila siap steady boleh berakk lagi hahahahaha,1
hah gimana gimana,hah bagaimana bagaimana,-1
kamu itu seperti bintang tidak selalu bisa kulihat dan kutemui tapi selalu ada di hati dan pikiranku teens rika,kamu itu seperti bintang tidak selalu bisa lihat dan temu tapi selalu ada di hati dan pikir teens rika,1
kenapaih kamu tuh kaloenyum bikin aku meleleh,kenapaih kamu itu kaloenyum buat saya leleh,1
trimakasih sobat twater trimakasih berkatmu aku jdi boros hari ini hehe,trimakasih sobat twater trimakasih berkat saya jadi boros hari ini he,1
aku nasihatkan kalau resign please la tukar numberakit hati wey ari2 call tanya pasal kerja,saya nasihat kalau resign tolong lah tukar numberakit hati wey ari call tanya pasal kerja,0
gak ah nanti kamu halunya nambah tinggi,enggak ah nanti kamu halunya tambah tinggi,-1
entahlah der aku takde feeling apa grad stpm ni act mcm yelah nak meriah pun aku standart sekolah je lain lah k,entah der saya takde feeling apa grad stpm ini act macam yelah mau riah pun saya standasekolah je lain lah,-1
ahh gituu maniss banget soalnya hehe btw semangat loving yourselfnya kak aku juga masih struggling,ah begitu mani banget soal he ngomong-ngomong semangat loving yourselfnya kak saya juga masih struggling,1
kalaulah mengantuk tu satu penyakit mesti aku dah stage 4 dah kat icu dah nak mati dah madah ngantuk 24 7,kalau antuk itu satu sakit mesti saya deh stage deh kat icu deh mau mati deh madah ngantuk,0
kalo bener hyewon yg buat aku cuma mau bilang mamam tuh yg katanya dia gabisa apa2 dan cuma ngandelin visual he h,jika benar hyewon yang buat saya cuma mau bilang mamam itu yang kata dia enggak bisa apa dan cuma ngandelin visual he,0
aku dah cuba untuk menjadi yg terbaik tapi kau x pernah nampak,saya deh coba untuk jadi yang baik tapi kamu pernah tampak,-1
aku g kurus boo,saya kurus boo,0
dirimu gak tidur2 sis,diri enggak tidur sis,0
eh emang rpp apa wkwk wah aku salah permikiran,eh memang rpp apa wkwk wah saya salah permikiran,-1
ngapain kamu nangkring di smut pulang2,kapai kamu nangkring di smut pulang,0
cuuukkkk mbak ya allah pengen misuh ngekek,cuk mbak iya allah pengin misuh kekek,-1
kzl gini doang ngakak aku tuh,kzl begini doang akak saya itu,1
sayang jangan gitu dong aku takkan berbohong aku akan jujur sayang aku tak akan berdustaaaa,sayang jangan begitu dong saya tak bohong saya akan jujur sayang saya tidak akan dusta,-1
adik aku gitu gok mari mari oi,adik saya begitu gok mari mari oi,0
jono ya bu apa makna kemerdekaan bagi kamu bagi jono kemerdekaan itu gak tergantung lagi sm mantan muridkampret,jono iya bu apa makna merdeka bagi kamu bagi jono merdeka itu enggak gantung lagi sama mantan muridkampret,0
aku ingatkan kulit muka je yg boleh kering tapak kaki aku pun boleh kering,saya ingat kulit muka je yang boleh kering tapak kaki saya pun boleh kering,0
rezeki masing masing siapa aku nak mempersoalkan,rezeki masing masing siapa saya mau soal,0
aku bukan siapa siapa untukmu karena aku hanya bot,saya bukan siapa siapa untuk karena saya hanya bot,-1
kalau kau ajak aku pun memang aku tak nak pergi tapi kau kena jugak ajak aku aku lebih suka tolak jemputan orang daripa,kalau kamu ajak saya pun memang saya tidak mau pergi tapi kamu kena juga ajak saya saya lebih suka tolak jemput orang daripa,1
ayuk sini sama aku,ayo sini sama saya,1
malu la kalau duk nilai tak pernah makan dekat sini menu dari sarapan ke minum petang mee bandung dgn rotiambal t,malu lah kalau duk nilai tidak pernah makan dekat sini menu dari sarap ke minum petang mee bandung dengan rotiambal,0
iya aku kalo mau makan cuci tangan pake air aja gapake sabun gatau knp mikir ntar tanganku pas makan ra,iya saya jika mau makan cuci tangan pakai air saja enggak pakai sabun enggak tau kenapa mikir entar tangan pas makan ra,0
kebiasaan emang kaulaa,biasa memang kaulaa,0
hp lu 3jt an jir pas baru rilis lah hp gue cuma 2jt an kurang pas baru rilis,handphone kamu juta an anjing pas baru rilis lah handphone aku cuma juta an kurang pas baru rilis,0
mikh aku mau tanya apa benar orang yg namanyalamet kalo pergi ke inggris ganti jadi congratulation,mikh saya mau tanya apa benar orang yang namanyalamet jika pergi ke inggris ganti jadi congratulation,0
sangat dan aku kesal sekali,sangat dan saya kesal sekali,-1
ya allah aku jawab kertas math ke kertas addmath tadi,iya allah saya jawab kertas math ke kertas addmath tadi,0
ehh ada aku dlm tu,eh ada saya dalam itu,0
aku dong,saya dong,1
ceritaeram di hostel ada satu malam tuh aku ade dengar orang menangis depan bilik then aku buka pintu aku na,ceritaeram di hostel ada satu malam itu saya adek dengar orang menang depan bilik then saya buka pintu saya nya,-1
hahaha kenapa orang sekeliling aku macam ni eh,hahaha kenapa orang keliling saya macam ini eh,1
ew over cringe aku dibuatnya,ew over cringe saya buat,-1
3rd wheel nanaman aku,rd wheel nanaman saya,-1
tika hujan tibaeringkali aku bermonolog sendirian di dalam hatiku aku berbicara dengan hati kecilku sendiri t,tika hujan tibaeringkali saya monolog sendiri di dalam hati saya bicara dengan hati kecil sendiri,-1
gamau ah kamu bau,enggak mau ah kamu bau,-1
cardholders hari ini makan siang dimana kalau belum ada rencana langsung saja ke marugame udon yuk cardholders nikmati,cardholders hari ini makan siang mana kalau belum ada rencana langsung saja ke marugame udon yuk cardholders nikmat,0
kan gif yuta kamu pada hilang ini aku kasih lagi nih,kan gif yuta kamu pada hilang ini saya kasih lagi ini,0
hahahahhahha aku tak macing dah oii sebab aku selalu dapat stok papazola sis gibab,hahahahhahha saya tidak macing deh oii sebab saya selalu dapat stok papazola sis gibab,1
maaf ya hyung gajadi bareng aku sama temenku,maaf iya kakak tidak jadi bareng saya sama temenku,-1
iya cuma kamu cuma kamu mas cuma kamu,iya cuma kamu cuma kamu mas cuma kamu,1
apa cuma aku kalo mau tidur sering kepikiran org yang kita sayangi atau yg lagi deket,apa cuma saya jika mau tidur sering pikir orang yang kita sayang atau yang lagi dekat,0
aku simpulkan gitu karena aku sendiri mengetahui bbrp pastor yg ternyata pacaran sama te,saya simpul begitu karena saya sendiri tahu beberapa pastor yang nyata pacar sama te,0
aku apapun suka malah kecuali vanila enek,saya apa suka bahkan kecuali vanila enek,0
so baru baru ni boyfriend aku ada bagi baju dia then kat baju tu ada lekat bau diaejak dapat baju tu sampai sekarang a,sok baru baru ini boyfriend saya ada bagi baju dia then kat baju itu ada lekat bau diaejak dapat baju itu sampai sekarang,0
aku boncang belakang tapi aku pun nak pulas gak mcm mana,saya boncang belakang tapi saya pun mau pulas enggak macam mana,0
ini udah tengah bulan lho mau dateng kapan kamu,ini sudah tengah bulan lho mau datang kapan kamu,0
hapi aku gt,hap saya begitu,1
aku pun ade kawan baik yg kawan lame aku sayang sgt tapi die dah taknak dgn aku dan aku pon taknak kwn dgn dia aku cam per,saya pun adek kawan baik yang kawan lame saya sayang sangat tapi die deh tidak mau dengan saya dan saya pon tidak mau kwn dengan dia saya cam per,1
pernah dong pas bulan februari kemaren jangan tanya sekarang dia nya dimana karena aku pun tidak tau,pernah dong pas bulan februari kemarin jangan tanya sekarang dia nya mana karena saya pun tidak tahu,0
aku juga nangis pas itu baper jadi pengen nikahh,saya juga menang pas itu bawa asa jadi pengin nikahh,-1
dia ni aku masal ikan goreng kicap pun kata sedapnya haha itulah kalau org bekerja pastu lum lunch lg benda si,dia ini saya masal ikan goreng kicap pun kata sedap tertawa itu kalau orang kerja pastu belum lunch lagi benda sih,1
hahahaha iya bener aku juga gemes sumpah wkwk tiap ngetap tiap ngakak,hahahaha iya benar saya juga gemas sumpah wkwk tiap ngetap tiap akak,1
ingat kan aku ya suka lupa gitoh,ingat kan saya iya suka lupa gitoh,0
hai baik saat ini transaksi kamu sudah kami bantu batalkan yailakan cek kembali,hai baik saat ini transaksi kamu sudah kami bantu batal yailakan cek kembali,0
masih mikirin kamu kok 1jam lebih,masih pikir kamu kok jam lebih,0
gemas aku sama kamu yang boleh cium engga,gemas saya sama kamu yang boleh cium enggak,1
aku maunya daniel hehehe,saya mau daniel hehehe,1
ga minta nomor wa aku sekalian bang,enggak minta nomor whatsapp saya sekali mas,0
dan aku sempatlah kata terima kasih dekat abg tu dan sempat gak maki akak tu dalam hati sambil airmata jurai dri,dan saya sempat kata terima kasih dekat abang itu dan sempat enggak maki akak itu dalam hati sambil airmata jurai dari,-1
aku rawat selembut sutra kok,saya rawat lembut sutra kok,1
jadiiii kalo pacar kalian sibuk tuh jangan deh mikirnya abcde mikir aja demi masa depan dia aku dulu juga mikir,jadi jika pacar kalian sibuk itu jangan deh mikirnya abcde mikir saja demi masa depan dia saya dulu juga mikir,1
hayuk sama aku kak aku jg sendiri nih,hayuk sama saya kak saya juga sendiri ini,0
hei berapa lama lagi aku harus menunggu untuk hantu yang bahkan tidak pernah ada chianti dcf,hei berapa lama lagi saya harus tunggu untuk hantu yang bahkan tidak pernah ada chianti dcf,0
aku ambik pengajaran dan iktibar dari org yg sudah kehilangan ibu atau bapa mereka mereka lagi rindu parents dia,saya ambik ajar dan iktibar dari orang yang sudah hilang ibu atau bapa mereka mereka lagi rindu parents dia,-1
orang kata jangan benci nanti lama lama jadi sayang patutlah jerawat aku tak hilang sebab aku benci gila dekat dia,orang kata jangan benci nanti lama lama jadi sayang patut jerawat saya tidak hilang sebab saya benci gila dekat dia,-1
pastu tak smpai 10minit balik buka pula lampu toilet sbb nk makan tirai dh buka bsuluh dah cahaya masuk cukup ter,pastu tidak sampai minit balik buka pula lampu toilet sebab nk makan tirai deh buka bsuluh deh cahaya masuk cukup ter,0
ni aku nak tanya sikit ni tak penat ke lepas dah kena dump pastu cari yang lain as replacement yang sedihnya pastu kena,ini saya mau tanya sikit ini tidak penat ke lepas deh kena dump pastu cari yang lain as replacement yang sedih pastu kena,-1
mau pulang aja aku ga dikenalin gausah tahan aku aku bisa pulang bawa diri sendiri,mau pulang saja saya enggak dikenalin enggak usah tahan saya saya bisa pulang bawa diri sendiri,0
nasi lemakemangkuk dia rare sebab letak telur goyang sekali bukan satu tapi 3 bijiambal dia aku suka pedas2,nasi lemakemangkuk dia rare sebab letak telur goyang sekali bukan satu tapi bijiambal dia saya suka pedas,0
aku di ajak gak,saya di ajak enggak,0
pukul 12 30 dah tapi 5 soalan tak sempat baca pun bhai barai aku ingat harini balik pukul 1,pukul deh tapi soal tidak sempat baca pun bhai barai saya ingat harini balik pukul,0
aku ni tak payah confess pun dah boleh tau kena reject,saya ini tidak payah confe pun deh boleh tahu kena reject,-1
aaaa aku senank aku senank iyasi ya pasti harus udah ngitung teknis resources nya juga hahaha seru y,saya senank saya senank iyasi iya pasti harus sudah ngitung teknis resources nya juga hahaha seru,1
maaf aku ketawa,maaf saya ketawa,1
hrs inget nama sm line aku pokoknya,harus ingat nama sama line saya pokok,0
2 barang aku udah 4hari cobaaa,barang saya sudah hari coba,0
pebenda mimpi tadi ni aku dah balik mesia pastu nyesal pastu nak dtg sini balik haha,benda mimpi tadi ini saya deh balik mesia pastu nyesal pastu mau datang sini balik tertawa,1
tapi kamu spt bagonk,tapi kamu seperti bagonk,0
aku dapat rasakan seolah olah allah mendengar segala rintihan hatikuungguh ciptaan allah itu indah belaka,saya dapat rasa olah olah allah dengar segala rintih hatikuungguh cipta allah itu indah belaka,-1
baik aku simpan duit buat bayar ptptn,baik saya simpan duit buat bayar ptptn,0
kamu tau ga perasaan aku ke kamu kaya org jawa ngejawab kalo disapa dalem recehkantwitter,kamu tahu enggak asa saya ke kamu kayak orang jawa ngejawab jika sapa dalem recehkantwitter,0
kalau aku ada paypal ni selamat dah semua duit ni tunggu orang bacakan yasin je,kalau saya ada paypal ini selamat deh semua duit ini tunggu orang baca yasin je,0
aku dok,saya dok,0
aku lebih memilih kehilangan kamu daripada terus memaksamu untuk tetap bersamaku tanpa cinta,saya lebih pilih hilang kamu daripada terus paksa untuk tetap sama tanpa cinta,-1
boros dong aku 3g 4 hari palingan,boros dong saya hari paling,0
aing aku ke sana ya nyonya aku mau ke kemvil udah mesen ojek aing ngapain nyonya nonton aingearching ma siapa,saya saya ke sana iya nyonya saya mau ke kemvil sudah mesen ojek saya kapai nyonya tonton aingearching sama siapa,0
eii aku memang takleh ngam betul lah dengan orang jenis kalut gelabah bagai ni nak je aku tapakk,eii saya memang takleh ngam betul lah dengan orang jenis kalut gelabah bagai ini mau je saya tapakk,0
udah lama ngga aku makan punya kamu iya tau kok enak tapi kamu jangan berisik pelan pelan aja nanti ketauan jun,sudah lama enggak saya makan punya kamu iya tahu kok enak tapi kamu jangan berisik pelan pelan saja nanti tahu jun,0
gantengnya diaa wish me luckemoga kamu selalu dimudahkan dalam segala urusan,ganteng dia wish me luckemoga kamu selalu mudah dalam segala urus,1
apa yang aku lakukan selama ini,apa yang saya laku lama ini,-1
semalam jumpa buku tajuknya how toolve 50 of your problemso aku beli dua buku,malam jumpa buku tajuk how toolve of your problemso saya beli dua buku,0
iiiieeeeyy samaan kaya aku dung,ieyy sama kayak saya dong,1
kamu ga sendiri ko,kamu enggak sendiri kok,0
itutuuuh ituuuu parah ini lebihlebih si galaunya semoga dapet bocoran apa bedanya deh hmm aku jg msh nyari2 soalnyaa,itutuh itu parah ini lebihlebih sih galau moga dapat bocor apa beda deh hmm saya juga masih cari soalnyaa,-1
kamu kemana aja sampe saat ini ko ngga ada kabarnya,kamu mana saja sampai saat ini kok enggak ada kabar,-1
apa hal pertama yang harus kamu lakukan kalau melihat ada pesan mesra dr wanita lain di ponsel ayahmu ingin melabr,apa hal pertama yang harus kamu laku kalau lihat ada pesan mesra dari wanita lain di ponsel ayah ingin melabr,0
incase korang berminat nak beli smokestick ni nk photoshot kawen nampak power ke nk main asap malam raya ke nk bagi jin makan,incase korang minat mau beli smokestick ini nk photoshot kawen tampak power ke nk main segera mungkin malam raya ke nk bagi jin makan,0
20 aku ambil deh hiks,saya ambil deh hiks,0
sama aku juga kak wkwk,sama saya juga kak wkwk,1
ini adalah thread review aku tentang munafik2,ini adalah thread review saya tentang munafik,-1
humor q,humor,0
dan aku telah memilihmu untuk diriku consciousness mohon maaf lahir batin adjieahmad,dan saya telah pilih untuk diri consciousne mohon maaf lahir batin adjieahmad,1
karena fobia dngan alat kecantikan percaya diri yg kuat tidak suka dngan warna warni ingin pena,karena fobia dengan alat cantik percaya diri yang kuat tidak suka dengan warna warni ingin pena,0
mager moeloe nih aku mah udah hihi,malas moeloe ini saya mah sudah hihi,-1
